oid,mjd,filter,maglimit,mjd_day,magnitud_proyectada,upperlimit,detected
ZTF20aagywcl,58846.11070600012,r,20.2989,58846,20.2989,T,False
ZTF20aagywcl,58852.15351849981,r,19.8906,58852,19.8906,T,False
ZTF20aagywcl,58855.191701400094,r,19.326,58855,19.326,T,False
ZTF20aagywcl,58859.15256940015,r,19.474,58859,19.474,T,False
ZTF20aagywcl,58875.098506900016,r,18.3847,58875,18.3847,T,False
