selected_filter,projection_filter,path_spec,path_response_folder,path_obslog,target_column,sn_name,tipo,z_proy,ebmv_host,ebmv_mw,ebmv_total,alpha_loess,noise_sigma,maximum_mjd,status,timestamp,run_directory,run_id
r,r,G:\Mi unidad\Work\Universidad\Phd\paper2_ZTF\Codes\proyeccion\data\Ia/SN2007af.dat,G:\Mi unidad\Work\Universidad\Phd\Practica2\Splines_eachfilter_2,G:\Mi unidad\Work\Universidad\Phd\paper2_ZTF\Codes\proyeccion\data\grid_diffmaglim_ZTF.csv,oid,SN2007af,Ia,0.49832137277577815,0.1907025578274719,0.0303,0.22100255782747188,"[0.5, 0.5]",0.12713047410747305,54176.0,SUCCESS,20250813_184928,outputs\Ia\SN2007af\ZTF\filter_r\run_20250813_184928_0afb78bf\target_ZTF19aadavqz,run_20250813_184928_0afb78bf
