survey,sn_name,sn_type,target,filter_photometry,filter_projection,redshift,ebmv_host,ebmv_mw,ebmv_total,total_points,detections,upper_limits,detection_rate_percent,mjd_start,mjd_end,maglimit_min,maglimit_max,noise_sigma,status,timestamp,run_directory,run_id
ZTF,SN1994D,Ia,ZTF20aagywcl,r,r,0.12572264246310147,0.035511350005989296,0.1496,0.1851113500059893,5,2,3,40.0,58846.11070600012,58875.098506900016,18.3847,20.2989,0.09988162464758578,SUCCESS,20250813_190943,outputs\Ia\SN1994D\ZTF\filter_r\run_20250813_190943_2af1d36f\target_ZTF20aagywcl,run_20250813_190943_2af1d36f
