oid,mjd,filter,maglimit,mjd_day,magnitud_proyectada,upperlimit,detected
ZTF20aavshbf,58936.45601850003,r,20.4273,58936,20.4273,T,False
ZTF20aavshbf,58939.38222219981,r,19.0395,58939,19.0395,T,False
ZTF20aavshbf,58941.42315969989,r,20.3056,58941,20.3056,T,False
ZTF20aavshbf,58954.45601850003,r,19.9275,58954,19.9275,T,False
ZTF20aavshbf,58962.307685200125,r,20.3599,58962,20.3599,T,False
