selected_filter,projection_filter,path_spec,path_response_folder,path_obslog,target_column,sn_name,tipo,z_proy,ebmv_host,ebmv_mw,ebmv_total,alpha_loess,noise_sigma,maximum_mjd,status,timestamp,run_directory,run_id
r,r,G:\Mi unidad\Work\Universidad\Phd\paper2_ZTF\Codes\proyeccion\data\Ia/SN1994D.dat,G:\Mi unidad\Work\Universidad\Phd\Practica2\Splines_eachfilter_2,G:\Mi unidad\Work\Universidad\Phd\paper2_ZTF\Codes\proyeccion\data\grid_diffmaglim_ZTF.csv,oid,SN1994D,Ia,0.44688568475610435,0.10796789821442647,0.3956,0.5035678982144265,"[0.5, 0.5]",0.11644083843523785,49432.0,SUCCESS,20250813_184921,outputs\Ia\SN1994D\ZTF\filter_r\run_20250813_184921_b14d04d3\target_ZTF20aavshbf,run_20250813_184921_b14d04d3
